Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-1075.445	-1682.197	606.752	1.062342	2.406975	0.858374	0.141626	2.419086
6	-1068.108	-1675.735	607.6268	1.197486	2.422825	0.763835	0.236165	1.747554
12	-1070.912	-1679.214	608.3023	1.150308	1.660966	0.665674	0.334326	1.615835
18	-1080.178	-1688.105	607.9273	1.357706	2.190785	0.773557	0.226443	1.502469
24	-1095.457	-1703.861	608.404	1.510334	2.268314	0.726412	0.273588	0.9236282
30	-1074.244	-1682.412	608.1676	1.507752	2.231021	0.672289	0.327711	1.172301
36	-1064.757	-1673.079	608.3212	1.546628	2.271971	0.652616	0.347384	0.9709169
42	-1050.387	-1658.708	608.3214	1.572217	2.059003	0.771921	0.228079	1.061117
48	-1072.378	-1680.47	608.0914	1.553974	2.803161	0.848182	0.151818	0.9326168
54	-1060.046	-1668.396	608.3497	1.527139	2.323937	0.680565	0.319435	0.9326168
60	-1057.467	-1664.556	607.0887	1.10234	3.581816	0.729684	0.270316	1.84227
66	-1061.929	-1669.245	607.3159	1.126962	2.408341	0.807843	0.192157	2.012495
72	-1064.885	-1673.344	608.4591	1.40413	2.245826	0.740565	0.259435	0.9897288
78	-1072.45	-1680.382	607.932	1.274675	2.403834	0.792284	0.207716	1.477075
84	-1053.571	-1661.133	607.5623	1.081332	1.753984	0.688313	0.311687	2.126803
90	-1068.174	-1676.42	608.2464	1.35609	1.655421	0.756742	0.243258	1.508304
96	-1052.722	-1660.649	607.9275	1.41086	3.178515	0.782293	0.217707	1.079064
102	-1038.698	-1645.61	606.9117	1.031646	2.041131	0.673913	0.326087	2.462288
108	-1053.784	-1660.341	606.5571	1.074285	2.06402	0.658602	0.341398	2.648078
114	-1079.684	-1686.177	606.4927	0.8513278	1.590717	0.789108	0.210892	3.004475
120	-1075.75	-1680.81	605.0597	0.7414874	1.702558	0.716108	0.283892	3.86339
126	-1064.448	-1671.199	606.7509	0.9545115	2.071002	0.810154	0.189846	2.599831
132	-1065.754	-1672.788	607.0337	1.060031	1.757229	0.727726	0.272274	2.476887
138	-1074.178	-1681.111	606.9326	0.9752242	2.062323	0.740869	0.259131	2.476887
144	-1070.912	-1677.956	607.0434	1.121959	2.620521	0.669416	0.330584	2.126945
150	-1052.083	-1659.406	607.3232	1.043428	2.302246	0.7586	0.2414	2.099019
156	-1061.781	-1669.863	608.0829	1.186754	2.025234	0.77335	0.22665	1.582783
162	-1059.053	-1666.922	607.869	1.186754	2.03306	0.760153	0.239847	1.732734
168	-1067.604	-1674.919	607.3151	1.027054	1.952558	0.738701	0.261299	2.242056
174	-1051.083	-1658.124	607.0407	1.041306	1.991509	0.638747	0.361253	2.393161
180	-1053.535	-1661.373	607.8378	1.047326	2.109696	0.66848	0.33152	1.82099
186	-1061.916	-1669.914	607.9978	1.352075	2.56654	0.727589	0.272411	1.302265
192	-1054.305	-1662.621	608.316	1.369163	2.227144	0.77119	0.22881	1.165535
198	-1044.9	-1653.54	608.6397	1.531683	1.824922	0.745416	0.254584	0.9226341
204	-1073.231	-1681.058	607.8268	1.104451	1.547402	0.805305	0.194695	2.030198
210	-1059.448	-1666.66	607.2122	1.169026	2.034659	0.830685	0.169315	2.185614
216	-1060.931	-1669.133	608.2018	1.196592	1.616299	0.58605	0.41395	1.676715
222	-1059.166	-1666.838	607.6726	1.391388	2.636537	0.587654	0.412346	1.498872
228	-1076.905	-1684.741	607.8356	1.258649	2.139366	0.59848	0.40152	1.662641
234	-1097.989	-1705.242	607.2539	1.199252	2.264338	0.700731	0.299269	2.055212
240	-1095.504	-1702.896	607.3921	1.030977	2.196926	0.751073	0.248927	2.09889
246	-1094.851	-1702.515	607.6639	1.315407	1.918541	0.756915	0.243085	1.832973
252	-1084.364	-1692.223	607.8584	1.175669	2.713777	0.849145	0.150855	1.494348
258	-1061.307	-1669.235	607.9287	1.210647	2.735954	0.834479	0.165521	1.406191
264	-1058.037	-1665.515	607.4775	1.2714	3.345042	0.749579	0.250421	1.508075
270	-1060.6	-1668.802	608.2018	1.578751	2.342712	0.663872	0.336128	1.021304
276	-1046.849	-1654.58	607.7304	1.606923	3.935532	0.789966	0.210034	0.7708284
282	-1058.821	-1666.808	607.9863	1.690165	3.037943	0.774066	0.225934	0.7708284
288	-1065.383	-1673.435	608.0524	1.433912	2.850983	0.7098	0.2902	1.070401
294	-1054.946	-1662.867	607.9209	1.316994	3.367865	0.823871	0.176129	1.102519
300	-1062.247	-1670.429	608.182	1.3822	2.756845	0.691393	0.308607	1.036456
306	-1071.925	-1679.852	607.9278	1.288779	2.756845	0.734789	0.265211	1.337953
312	-1066.806	-1674.558	607.7518	1.345269	1.994124	0.7316	0.2684	1.719618
318	-1054.093	-1661.774	607.6808	0.8957452	2.214351	0.725295	0.274705	1.991065
324	-1058.847	-1666.399	607.5515	1.243413	2.844804	0.802083	0.197917	1.626782
330	-1071.235	-1678.794	607.559	0.9450922	1.443748	0.696706	0.303294	2.35646
336	-1068.539	-1676.461	607.9221	1.123883	1.33589	0.721547	0.278453	2.060371
342	-1072.898	-1681.319	608.4217	1.125182	1.049043	0.732482	0.267518	1.89371
348	-1060.476	-1668.839	608.3628	1.045628	1.015198	0.718355	0.281645	2.009035
354	-1066.035	-1673.478	607.4431	0.9576358	1.798709	0.803204	0.196796	2.2654
360	-1061.763	-1668.735	606.9722	0.9670298	2.41267	0.79576	0.20424	2.338235
366	-1046.407	-1653.629	607.2215	0.9588396	2.356746	0.736804	0.263196	2.201881
372	-1044.859	-1651.794	606.9349	0.8989577	3.110301	0.783921	0.216079	2.201881
378	-1066.169	-1672.64	606.4706	0.8743875	2.402263	0.587259	0.412741	2.712127
384	-1081.267	-1687.303	606.036	0.9501301	2.402263	0.748857	0.251143	2.930235
390	-1056.168	-1662.561	606.3934	0.7176043	1.749839	0.810543	0.189457	3.079546
396	-1059.176	-1665.575	606.399	0.82182	1.711387	0.652675	0.347325	3.028996
402	-1061.678	-1669.585	607.9072	1.050644	1.390142	0.751594	0.248406	2.090197
408	-1068.96	-1677.786	608.8262	1.248694	1.38824	0.755608	0.244392	1.291834
414	-1083.149	-1691.038	607.8888	1.353061	2.417192	0.679156	0.320844	1.445151
420	-1074.47	-1681.851	607.3809	1.198993	3.04515	0.77855	0.22145	1.718482
426	-1081.024	-1688.043	607.0187	1.042368	2.885436	0.776056	0.223944	2.116254
432	-1069.288	-1676.213	606.9245	1.105354	2.185471	0.738412	0.261588	2.356547
